class_id,class_name,support,predicted,precision,recall,f1
205,Place down paper pieces|document+folded paper pieces+paper strip+pen+power bank,0,0,0.0,0.0,0.0
206,Adjust paper strip|document+folded paper pieces+paper strip+pen+power bank,0,0,0.0,0.0,0.0
207,Continue folding paper strip|hands+paper strip,0,0,0.0,0.0,0.0
208,Continue folding paper strip|hands+paper strip+smartphone,0,0,0.0,0.0,0.0
209,Continue folding paper strip|hands+smartphone,0,0,0.0,0.0,0.0
210,Release folded paper|hand+paper piece,0,0,0.0,0.0,0.0
211,Fold paper strip|paper strip+phone+pile of lucky stars+table,0,0,0.0,0.0,0.0
212,Fold paper strip|paper strip+phone+pile of lucky stars,0,0,0.0,0.0,0.0
213,Fold paper strip into knot|pack of paper strips+paper strip+pile of lucky stars+smartphone,0,0,0.0,0.0,0.0
214,Fold paper strip into lucky star|lucky stars pile+paper pack+paper strip+smartphone,0,0,0.0,0.0,0.0
215,Fold paper strip into lucky star|lucky stars pile+paper strip+smartphone,0,0,0.0,0.0,0.0
216,Inflate paper star|mobile phone+origami star+paper strips,0,0,0.0,0.0,0.0
217,Inflate paper star|mobile phone+origami star,0,0,0.0,0.0,0.0
218,Fold purple paper strip|beads+box+keys+purple paper strip+smartphone+wallet,0,0,0.0,0.0,0.0
219,Fold purple paper|purple paper+quilling strips+ruler+smartphone+wallet,0,0,0.0,0.0,0.0
220,Hold and crease purple paper|pile of beads+purple paper+ruler+smartphone,0,0,0.0,0.0,0.0
221,Release paper|purple paper+table,0,1,0.0,0.0,0.0
222,Reach for phone|smartphone+table,0,0,0.0,0.0,0.0
223,Place phone on desk|desk+mobile phone,0,0,0.0,0.0,0.0
224,Retrieve paper strips|desk+purple paper strips,0,1,0.0,0.0,0.0
225,Fold and organize paper strips|desk+purple paper strips,0,0,0.0,0.0,0.0
226,Fold and organize paper strips|desk+phone+purple paper strips+wallet,0,0,0.0,0.0,0.0
227,Fold and organize paper strips|phone+purple paper strips+wallet,0,0,0.0,0.0,0.0
228,Hold charger|cardboard+charger+ruler+scissors+utility knife,0,0,0.0,0.0,0.0
229,Cut cardboard|cardboard+desk+utility knife,0,0,0.0,0.0,0.0
230,Separate cardboard piece|cardboard+hands,0,0,0.0,0.0,0.0
231,Cut cardboard with utility knife|cardboard+scissors+utility knife,0,0,0.0,0.0,0.0
232,Switch to scissors|cardboard+scissors+utility knife,0,0,0.0,0.0,0.0
233,Cut cardboard with scissors|cardboard+pen+ruler+scissors+utility knife,0,0,0.0,0.0,0.0
234,Mark cardboard piece|cardboard piece+large cardboard sheet+red marker+scissors+utility knife,0,0,0.0,0.0,0.0
235,Place phone on desk|cardboard+red marker+ruler+scissors+utility knife,0,0,0.0,0.0,0.0
236,Place phone on desk|cardboard+mobile phone+red marker+ruler+scissors+utility knife,0,0,0.0,0.0,0.0
237,Reach into bag|bag+cardboard+pen+phone+ruler+scissors+utility knife,0,0,0.0,0.0,0.0
238,Retract hand from bag|bag+cardboard+pen+phone+ruler+scissors+utility knife,0,4,0.0,0.0,0.0
239,Retract hand from bag|bag+cardboard+pen+phone+ruler+scissors+utility knife+water bottle,0,1,0.0,0.0,0.0
240,Pick up smartphone|cardboard+pen+scissors+smartphone,0,0,0.0,0.0,0.0
241,Measure cardboard with ruler|cardboard+pen+ruler+scissors+smartphone,0,0,0.0,0.0,0.0
242,Move smartphone|cardboard+pen+ruler+scissors+smartphone,0,0,0.0,0.0,0.0
243,Hold ruler on cardboard|cardboard+pen+ruler+scissors+smartphone+utility knife+water bottle,0,1,0.0,0.0,0.0
244,Mark cardboard with pen|cardboard+metal ruler+red pen+scissors+smartphone+utility knife,0,0,0.0,0.0,0.0
245,Remove ruler|cardboard+pen+ruler,0,0,0.0,0.0,0.0
246,Mark line on cardboard|cardboard+metal ruler+red marker,0,0,0.0,0.0,0.0
247,Walk towards table|chair+person+table+trash bin,0,1,0.0,0.0,0.0
248,Approach desk|chair+desk,0,0,0.0,0.0,0.0
249,Position hands for work|desk+quilling paper strips+smartphone+water bottle,0,0,0.0,0.0,0.0
250,Manipulate quilling strip|desk+quilling paper strips+smartphone+water bottle,0,0,0.0,0.0,0.0
251,Manipulate quilling strip|desk+quilling paper strip+quilling paper strips+smartphone+water bottle,0,1,0.0,0.0,0.0
252,Manipulate quilling strip|quilling paper strip+smartphone,0,0,0.0,0.0,0.0
253,Manipulate quilling strip|paper bag+quilling paper strip+quilling strips+smartphone+water bottle,0,0,0.0,0.0,0.0
254,Manipulate quilling strip|paper bag+quilling strips+smartphone+water bottle,0,0,0.0,0.0,0.0
255,Release quilling strip|blue quilling strips+smartphone+water bottle,0,2,0.0,0.0,0.0
256,Release paper strip|blue quilling strip+hands+smartphone+table+water bottle,0,0,0.0,0.0,0.0
257,Begin rolling quilling strip|paper strip+phone+water bottle,0,0,0.0,0.0,0.0
258,Manipulate paper strip|blue paper strip+paper quilling strips+quilling paper coil+smartphone+water bottle,0,0,0.0,0.0,0.0
259,Type on smartphone|paper strip+smartphone,0,7,0.0,0.0,0.0
260,Type on smartphone|smartphone,0,0,0.0,0.0,0.0
261,Use phone to check stock|cardboard box+smartphone+store shelf,0,1,0.0,0.0,0.0
262,Place phone on shelf|smartphone+store shelf,0,1,0.0,0.0,0.0
263,Pick up product|cardboard box+dugro milk powder,0,4,0.0,0.0,0.0
264,Place product on shelf|dugro milk powder,0,1,0.0,0.0,0.0
265,Hold product|baby formula package+cardboard box,0,14,0.0,0.0,0.0
266,Organize products|baby formula package+cardboard box,0,3,0.0,0.0,0.0
267,Reach into box|bags of product+cardboard box,0,0,0.0,0.0,0.0
268,Close cardboard box|cardboard box,0,33,0.0,0.0,0.0
269,Grasp package|cardboard box+coworker+retail shelf,0,14,0.0,0.0,0.0
270,Place item on shelf|cardboard box+package+retail shelf,0,0,0.0,0.0,0.0
271,Place item on shelf|package+retail shelf,0,2,0.0,0.0,0.0
272,Move cardboard box|cardboard box+shelf,0,0,0.0,0.0,0.0
273,Observe shelf status|cardboard box+plastic container+shelving unit,0,0,0.0,0.0,0.0
274,Walk towards aisle|plastic container+shelving unit,0,5,0.0,0.0,0.0
275,Inspect product lid|yellow jar of vegemite,0,71,0.0,0.0,0.0
276,Move towards shelf|yellow jar of vegemite,0,0,0.0,0.0,0.0
277,Adjust item on shelf|jar+plastic tray+shelf,0,15,0.0,0.0,0.0
278,Reach for another item|jar+plastic tray+shelf,0,0,0.0,0.0,0.0
279,Remove item from shelf|plastic bin+yellow-capped jars,0,3,0.0,0.0,0.0
280,Discard item into bin|shelf+yellow container,0,7,0.0,0.0,0.0
281,Sweep debris|broom+cardboard box+dustpan+shelf,0,14,0.0,0.0,0.0
282,Sweep floor debris|broom+cardboard box+dustpan+trash bag,0,5,0.0,0.0,0.0
283,Touch shelf edge|shelf,0,0,0.0,0.0,0.0
284,Reach for product|shelf,0,0,0.0,0.0,0.0
285,Reach for product|cans+cereal box+ruffles chips+shelf,0,11,0.0,0.0,0.0
286,Reach for product|campbell's soup cans+cans+cereal box+price tag+ruffles chips+shelf,0,0,0.0,0.0,0.0
287,Reach for product|campbell's soup cans+price tag+shelf,0,0,0.0,0.0,0.0
288,Release label|label+shelf,0,0,0.0,0.0,0.0
289,Remove shelf label|canned food+grocery shelf+shelf label,0,5,0.0,0.0,0.0
290,Move along shelf|grocery shelf+products,0,0,0.0,0.0,0.0
291,Carry stool to next shelf|blue plastic stool+shelves,0,0,0.0,0.0,0.0
292,Place stool on floor|blue plastic stool+floor,0,0,0.0,0.0,0.0
293,Observe shelf|grocery shelf+stool+various food products,0,0,0.0,0.0,0.0
294,Walk towards next aisle|food items+grocery shelf,0,0,0.0,0.0,0.0
295,Walk towards next aisle|aisle floor+coworker+food items+grocery shelf+stool,0,0,0.0,0.0,0.0
296,Walk towards next aisle|aisle floor+coworker+stool,0,0,0.0,0.0,0.0
297,Walk towards next aisle|aisle floor+aisle shelves+coworker+next aisle+stool,0,0,0.0,0.0,0.0
298,Walk towards next aisle|aisle shelves+coworker+next aisle,0,0,0.0,0.0,0.0
299,Reach for product labels|canned food+floor+shelf,0,0,0.0,0.0,0.0
300,Hold product labels|labels+shelf,0,0,0.0,0.0,0.0
301,Examine labels|labels+shelf,0,0,0.0,0.0,0.0
302,Pick up bottled sauce|container+sauce bottle,0,0,0.0,0.0,0.0
303,Place sauce in container|container+sauce bottle,0,0,0.0,0.0,0.0
304,Pick up supplement bottle|container+supplement bottle,0,0,0.0,0.0,0.0
305,Hold supplement bottle|container+supplement bottle,0,0,0.0,0.0,0.0
306,Open supplement bottle|cap+supplement bottle,0,0,0.0,0.0,0.0
307,Hold portable charger|charging cable+portable charger,0,0,0.0,0.0,0.0
308,Walk through store|person sitting on chair+person standing,0,0,0.0,0.0,0.0
309,Reach for item on shelf|product+shelf,0,0,0.0,0.0,0.0
310,Pick up item|medicine bottle,0,0,0.0,0.0,0.0
311,Examine item|medicine bottle,0,0,0.0,0.0,0.0
312,Place item in container|bovril jar+shopping container,0,0,0.0,0.0,0.0
313,Pick up another item|kellogg's cereal box,0,0,0.0,0.0,0.0
314,Adjust grip on container|black handheld device+plastic container,0,0,0.0,0.0,0.0
315,Pick up oil bottle|oil bottle+shelf,0,0,0.0,0.0,0.0
316,Pick up oil bottle|clear plastic container+oil bottle+shelf,0,0,0.0,0.0,0.0
317,Pick up oil bottle|clear plastic container+oil bottle,0,0,0.0,0.0,0.0
318,Place oil in container|clear plastic container+oil bottle,0,0,0.0,0.0,0.0
319,Inspect supplement bottle|shelf+supplement bottle,0,0,0.0,0.0,0.0
320,Inspect supplement bottle|supplement bottle,0,0,0.0,0.0,0.0
321,Place supplement bottle in container|supplement bottle,0,0,0.0,0.0,0.0
322,Pick up spice jar|clear plastic container+spice jar,0,0,0.0,0.0,0.0
323,Place spice jar in container|clear plastic container+spice jar,0,0,0.0,0.0,0.0
324,Sort beads|cardboard squares+star-shaped beads+table,0,0,0.0,0.0,0.0
325,Adjust hand position|cardboard squares+marker+star-shaped beads,0,2,0.0,0.0,0.0
326,Adjust hand position|black marker+cardboard squares+dark blue beads+marker+star-shaped beads,0,1,0.0,0.0,0.0
327,Adjust hand position|black marker+dark blue beads+star-shaped beads,0,0,0.0,0.0,0.0
328,Arrange star-shaped beads|marker+table+white star-shaped beads,0,0,0.0,0.0,0.0
329,Move pen|cardboard base+pen+star-shaped beads,0,0,0.0,0.0,0.0
330,Sort beads by color|cardboard squares+power bank+star-shaped beads+table+utility knife,0,0,0.0,0.0,0.0
331,Stand up and walk away|star-shaped beads+table,0,0,0.0,0.0,0.0
332,Stand up and walk away|chair+floor+room+star-shaped beads+table,0,1,0.0,0.0,0.0
