id,episode_id,split,start_frame,end_frame,main_task
6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:214,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,4280,4299,Stocking grocery shelves
6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:250,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,5000,5019,Stocking grocery shelves
6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:254,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,5080,5099,Stocking grocery shelves
6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:255,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,5100,5119,Stocking grocery shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:0,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,0,19,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:1,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,20,39,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:2,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,40,59,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:8,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,160,179,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:9,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,180,199,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:20,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,400,419,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:21,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,420,439,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:22,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,440,459,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:50,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,1000,1019,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:51,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,1020,1039,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:52,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,1040,1059,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:54,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,1080,1099,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:55,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,1100,1119,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:120,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,2400,2419,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:121,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,2420,2439,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:122,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,2440,2459,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:190,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,3800,3819,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:191,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,3820,3839,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:192,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,3840,3859,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:198,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,3960,3979,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:199,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,3980,3999,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:228,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,4560,4579,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:229,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,4580,4599,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:230,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,4600,4619,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:240,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,4800,4819,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:241,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,4820,4839,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:242,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,4840,4859,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:244,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,4880,4899,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:245,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,4900,4919,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:246,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,4920,4939,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:252,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,5040,5059,Stocking grocery store shelves
17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10:qa:253,17eea990-0d39-4cc8-a7c8-03fd56b4bf04__ep10,train,5060,5079,Stocking grocery store shelves
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:7,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,160,179,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:12,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,260,279,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:15,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,340,359,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:33,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,720,739,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:43,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,940,959,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:44,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,980,999,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:57,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,1240,1259,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:75,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,1620,1639,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:79,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,1720,1739,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:83,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,1800,1819,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:89,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,1940,1959,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:91,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,1980,1999,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:93,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,2020,2039,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:99,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,2140,2159,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:105,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,2260,2279,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:113,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,2420,2439,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:122,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,2600,2619,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:124,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,2640,2659,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:127,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,2720,2739,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:129,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,2760,2779,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:136,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,2900,2919,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:144,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,3080,3099,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:165,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,3520,3539,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:174,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,3720,3739,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:177,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,3780,3799,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:183,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,3900,3919,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:185,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,3960,3979,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:195,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,4160,4179,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:232,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,4980,4999,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:248,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,5300,5319,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:253,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,5420,5439,Sorting and organizing colorful buttons on a table
994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2:qa:255,994e4c6c-660a-49f2-90a7-3ebbbb55eb9b__ep2,train,5460,5479,Sorting and organizing colorful buttons on a table
6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6:qa:0,6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6,train,0,19,Crafting cardboard shapes and preparing workspace
6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6:qa:1,6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6,train,20,39,Crafting cardboard shapes and preparing workspace
6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6:qa:2,6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6,train,40,59,Crafting cardboard shapes and preparing workspace
6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6:qa:70,6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6,train,1400,1419,Crafting cardboard shapes and preparing workspace
6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6:qa:71,6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6,train,1420,1439,Crafting cardboard shapes and preparing workspace
6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6:qa:72,6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6,train,1440,1459,Crafting cardboard shapes and preparing workspace
6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6:qa:96,6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6,train,1920,1939,Crafting cardboard shapes and preparing workspace
6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6:qa:97,6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6,train,1940,1959,Crafting cardboard shapes and preparing workspace
6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6:qa:100,6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6,train,2000,2019,Crafting cardboard shapes and preparing workspace
6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6:qa:101,6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6,train,2020,2039,Crafting cardboard shapes and preparing workspace
6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6:qa:140,6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6,train,2800,2819,Crafting cardboard shapes and preparing workspace
6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6:qa:141,6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6,train,2820,2839,Crafting cardboard shapes and preparing workspace
6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6:qa:142,6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6,train,2840,2859,Crafting cardboard shapes and preparing workspace
6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6:qa:146,6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6,train,2920,2939,Crafting cardboard shapes and preparing workspace
6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6:qa:147,6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6,train,2940,2959,Crafting cardboard shapes and preparing workspace
6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6:qa:166,6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6,train,3320,3339,Crafting cardboard shapes and preparing workspace
6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6:qa:167,6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6,train,3340,3359,Crafting cardboard shapes and preparing workspace
6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6:qa:170,6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6,train,3400,3419,Crafting cardboard shapes and preparing workspace
6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6:qa:171,6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6,train,3420,3439,Crafting cardboard shapes and preparing workspace
6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6:qa:236,6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6,train,4720,4739,Crafting cardboard shapes and preparing workspace
6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6:qa:237,6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6,train,4740,4759,Crafting cardboard shapes and preparing workspace
6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6:qa:264,6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6,train,5280,5299,Crafting cardboard shapes and preparing workspace
6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6:qa:265,6fbdecec-d4d5-477a-b94b-2486adb0dbd8__ep6,train,5300,5319,Crafting cardboard shapes and preparing workspace
