query_index,row_id,rank,top1_row_id
71,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:391,3408,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
72,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:403,3142,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
73,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:404,2998,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
74,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:405,2689,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
75,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:418,1635,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
76,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:419,1796,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
77,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:420,1898,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
78,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:421,3491,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
79,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:425,3004,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
80,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:426,3358,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
81,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:427,2234,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
82,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:440,2218,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
83,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:441,2075,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
84,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:442,2004,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
85,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:447,2950,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
86,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:448,3060,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
87,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:449,3339,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
88,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:450,3128,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
89,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:454,2386,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
90,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:455,1829,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
91,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:456,2662,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
92,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:457,3050,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
93,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:461,3632,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
94,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:462,3658,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
95,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:463,3666,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
96,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:0,1319,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
97,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:1,1342,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
98,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:2,1311,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
99,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:3,1096,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
100,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:4,1070,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
101,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:5,1174,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
102,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:6,1173,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
103,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:7,1064,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
104,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:8,1150,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
105,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:9,1168,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
106,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:10,1198,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
107,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:11,1202,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
108,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:12,1248,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
109,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:13,1226,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
110,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:14,801,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
111,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:15,501,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
112,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:16,543,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
113,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:17,489,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
114,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:18,334,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
115,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:19,466,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
116,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:20,461,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
117,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:21,480,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
118,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:22,471,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
119,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:23,584,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
120,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:24,282,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
121,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:25,273,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
122,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:26,811,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
123,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:27,1047,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
124,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:28,2047,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
125,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:29,2053,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
126,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:30,1667,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
127,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:31,2134,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
128,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:32,2017,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
129,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:33,1435,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
130,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:34,3023,long_80f_stride40:33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:23
131,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:35,1001,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
132,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:36,976,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
133,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:37,2291,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
134,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:38,2291,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
135,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:39,1723,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
136,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:40,1658,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
137,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:41,1745,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
138,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:42,1681,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
139,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:43,2123,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
140,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:44,2175,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
141,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:45,2025,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
142,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:46,2476,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
143,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:47,2354,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
144,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:48,2177,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
