test_position,true_rank,top_candidate_position,top_candidate_score,true_score,window_index,center_frame
52,17,29,0.9960203170776367,0.9953387379646301,865,4334
53,11,29,0.9956825971603394,0.9950626492500305,866,4339
54,3,22,0.9942435026168823,0.9941118955612183,867,4344
55,6,22,0.9929149150848389,0.9926682114601135,868,4349
56,7,60,0.9927273392677307,0.9925315976142883,869,4354
57,3,60,0.9937869906425476,0.9937158226966858,870,4359
58,7,29,0.994300127029419,0.9940274953842163,871,4364
59,9,29,0.9943702220916748,0.9940052628517151,872,4369
60,2,29,0.9949452877044678,0.9947077035903931,873,4374
61,13,29,0.9950099587440491,0.9943397641181946,874,4379
62,3,29,0.9953187704086304,0.995197594165802,875,4384
63,6,62,0.9943071603775024,0.99393630027771,876,4389
64,6,62,0.9930447936058044,0.9926146268844604,877,4394
65,11,62,0.9937890768051147,0.9932450652122498,878,4399
66,18,67,0.9943355321884155,0.9935763478279114,879,4404
67,2,68,0.9956055283546448,0.9954752326011658,880,4409
68,3,70,0.996609091758728,0.9962875247001648,881,4414
69,2,70,0.9959300756454468,0.9957366585731506,882,4419
70,2,71,0.9970160126686096,0.9969655275344849,883,4424
71,3,73,0.9979027509689331,0.997727632522583,884,4429
72,2,73,0.9980946779251099,0.9979079365730286,885,4434
73,2,74,0.9981064200401306,0.9980109333992004,886,4439
74,1,74,0.9978559017181396,0.9978559017181396,887,4444
75,1,75,0.9974950551986694,0.9974950551986694,888,4449
76,1,76,0.9970067143440247,0.9970067143440247,889,4454
77,2,78,0.9959081411361694,0.9952417612075806,890,4459
78,1,78,0.9958640336990356,0.9958640336990356,891,4464
79,1,79,0.9937321543693542,0.9937321543693542,892,4469
80,3,82,0.9942704439163208,0.991993248462677,893,4474
81,4,82,0.9943921566009521,0.9916751980781555,894,4479
82,2,194,0.9936279058456421,0.9935162663459778,895,4484
83,1,83,0.9928270578384399,0.9928270578384399,896,4489
84,1,84,0.9915875196456909,0.9915875196456909,897,4494
85,1,85,0.991354763507843,0.991354763507843,898,4499
86,3,263,0.9943274259567261,0.9927327632904053,899,4504
87,2,263,0.9948248267173767,0.9947025775909424,900,4509
88,1,88,0.996881902217865,0.996881902217865,901,4514
89,2,90,0.9961028695106506,0.9960964322090149,902,4519
90,1,90,0.9971442222595215,0.9971442222595215,903,4524
91,1,91,0.9961906671524048,0.9961906671524048,904,4529
92,2,91,0.9954501986503601,0.9947760701179504,905,4534
93,3,92,0.9960822463035583,0.994860827922821,906,4539
94,2,93,0.995806872844696,0.9957578182220459,907,4544
95,1,95,0.9952681660652161,0.9952681660652161,908,4549
96,2,95,0.9954801797866821,0.994667649269104,909,4554
97,2,96,0.9960450530052185,0.9950361847877502,910,4559
98,3,97,0.996448278427124,0.9958029389381409,911,4564
99,1,99,0.9972143769264221,0.9972143769264221,912,4569
100,1,100,0.9984366297721863,0.9984366297721863,913,4574
101,1,101,0.998038649559021,0.998038649559021,914,4579
102,1,102,0.9986199736595154,0.9986199736595154,915,4584
103,1,103,0.9989473223686218,0.9989473223686218,916,4589
104,6,107,0.9989235401153564,0.9986569881439209,917,4594
105,7,107,0.999031662940979,0.9987127184867859,918,4599
106,3,107,0.9989188313484192,0.9988638162612915,919,4604
107,2,108,0.9988881945610046,0.9988651275634766,920,4609
108,1,108,0.9989437460899353,0.9989437460899353,921,4614
109,2,107,0.9986693263053894,0.9986191987991333,922,4619
110,3,111,0.9984448552131653,0.9984118938446045,923,4624
111,1,111,0.9986198544502258,0.9986198544502258,924,4629
112,3,113,0.9980074167251587,0.9979774355888367,925,4634
113,1,113,0.9974827766418457,0.9974827766418457,926,4639
114,1,114,0.9967975616455078,0.9967975616455078,927,4644
115,1,115,0.9844093918800354,0.9844093918800354,928,4649
116,8,177,0.9372005462646484,0.9312363266944885,929,4654
117,5,177,0.9326144456863403,0.9304669499397278,930,4659
118,1,118,0.9466071724891663,0.9466071724891663,931,4664
119,3,122,0.9655255675315857,0.9641140103340149,932,4669
120,4,122,0.9595620036125183,0.9552732110023499,933,4674
121,2,122,0.9693176746368408,0.9678614735603333,934,4679
122,1,122,0.9870730042457581,0.9870730042457581,935,4684
123,1,123,0.9964447617530823,0.9964447617530823,936,4689
124,1,124,0.9970492124557495,0.9970492124557495,937,4694
125,1,125,0.9957782030105591,0.9957782030105591,938,4699
126,1,126,0.9957926273345947,0.9957926273345947,939,4704
127,1,127,0.9943264126777649,0.9943264126777649,940,4709
128,1,128,0.9943500757217407,0.9943500757217407,941,4714
129,1,129,0.9962217211723328,0.9962217211723328,942,4719
130,1,130,0.9979148507118225,0.9979148507118225,943,4724
131,1,131,0.9988411664962769,0.9988411664962769,944,4729
132,2,134,0.988421618938446,0.9883704781532288,945,4734
133,2,134,0.9841846227645874,0.9837262034416199,946,4739
134,1,134,0.978157103061676,0.978157103061676,947,4744
135,1,135,0.9778783917427063,0.9778783917427063,948,4749
136,2,137,0.9946027398109436,0.9945574998855591,949,4754
137,1,137,0.9959418773651123,0.9959418773651123,950,4759
138,2,137,0.9968098402023315,0.9966877102851868,951,4764
139,1,139,0.9895043969154358,0.9895043969154358,952,4769
140,1,140,0.9893109202384949,0.9893109202384949,953,4774
141,1,141,0.9882612824440002,0.9882612824440002,954,4779
142,1,142,0.991432785987854,0.991432785987854,955,4784
143,1,143,0.9963504672050476,0.9963504672050476,956,4789
144,1,144,0.9989072680473328,0.9989072680473328,957,4794
145,2,149,0.999362587928772,0.9993302822113037,958,4799
146,3,149,0.9991674423217773,0.9990521669387817,959,4804
147,2,149,0.9991296529769897,0.9990566372871399,960,4809
148,5,149,0.9991387128829956,0.9989871382713318,961,4814
149,1,149,0.9993166923522949,0.9993166923522949,962,4819
150,2,151,0.9993401169776917,0.9993136525154114,963,4824
151,1,151,0.9992096424102783,0.9992096424102783,964,4829
152,1,152,0.9989445209503174,0.9989445209503174,965,4834
153,1,153,0.9987861514091492,0.9987861514091492,966,4839
154,1,154,0.9981688261032104,0.9981688261032104,967,4844
155,1,155,0.9973899126052856,0.9973899126052856,968,4849
156,3,157,0.9948942065238953,0.9945392608642578,969,4854
157,2,158,0.9960278272628784,0.9957743287086487,970,4859
158,1,158,0.9967210292816162,0.9967210292816162,971,4864
159,1,159,0.9972553849220276,0.9972553849220276,972,4869
160,2,161,0.9962633848190308,0.9962071776390076,973,4874
161,1,161,0.9965876340866089,0.9965876340866089,974,4879
162,5,161,0.9957548975944519,0.9956589937210083,975,4884
163,6,104,0.9951381087303162,0.994796872138977,976,4889
164,9,104,0.9952595829963684,0.9947900176048279,977,4894
165,10,105,0.995241641998291,0.9947329163551331,978,4899
166,10,99,0.9960793852806091,0.9952854514122009,979,4904
167,4,99,0.9946790337562561,0.9937914609909058,980,4909
168,4,99,0.9936814308166504,0.9928943514823914,981,4914
169,1,169,0.9931966066360474,0.9931966066360474,982,4919
170,5,99,0.9944980144500732,0.9939103722572327,983,4924
171,1,171,0.9971544742584229,0.9971544742584229,984,4929
172,1,172,0.9956086874008179,0.9956086874008179,985,4934
173,1,173,0.9950318336486816,0.9950318336486816,986,4939
174,1,174,0.9904442429542542,0.9904442429542542,987,4944
175,1,175,0.9894298315048218,0.9894298315048218,988,4949
176,1,176,0.9903689026832581,0.9903689026832581,989,4954
177,20,253,0.989029049873352,0.9841704964637756,990,4959
178,2,255,0.992250919342041,0.9921428561210632,991,4964
179,1,179,0.9918575286865234,0.9918575286865234,992,4969
180,1,180,0.9910030961036682,0.9910030961036682,993,4974
181,2,182,0.9895513653755188,0.9887529611587524,994,4979
182,1,182,0.9861981272697449,0.9861981272697449,995,4984
183,1,183,0.9845566153526306,0.9845566153526306,996,4989
184,62,267,0.9847059845924377,0.9808521270751953,997,4994
185,75,268,0.9846088290214539,0.981494665145874,998,4999
186,13,83,0.9853916168212891,0.9831529259681702,999,5004
187,8,83,0.9863991737365723,0.9844532608985901,1000,5009
188,7,191,0.98907470703125,0.9870830178260803,1001,5014
189,5,191,0.9925247430801392,0.9913151264190674,1002,5019
190,3,192,0.993980348110199,0.9928896427154541,1003,5024
191,2,192,0.9942966103553772,0.9937493801116943,1004,5029
192,1,192,0.9943006038665771,0.9943006038665771,1005,5034
193,1,193,0.9918098449707031,0.9918098449707031,1006,5039
194,3,83,0.9901306629180908,0.989553689956665,1007,5044
195,12,260,0.9885079860687256,0.9869380593299866,1008,5049
196,15,259,0.98899906873703,0.9868906736373901,1009,5054
197,9,259,0.9905931949615479,0.9897691607475281,1010,5059
198,2,199,0.9924987554550171,0.9924571514129639,1011,5064
199,1,199,0.9958086609840393,0.9958086609840393,1012,5069
200,1,200,0.9964736700057983,0.9964736700057983,1013,5074
201,2,200,0.9942300915718079,0.9940491914749146,1014,5079
202,3,201,0.9915667176246643,0.9900079369544983,1015,5084
203,2,204,0.9877444505691528,0.986899733543396,1016,5089
204,6,92,0.9849866032600403,0.9832766056060791,1017,5094
205,14,92,0.9847478866577148,0.9818260073661804,1018,5099
206,134,73,0.9859098792076111,0.9776716828346252,1019,5104
207,203,73,0.986566424369812,0.9737281203269958,1020,5109
208,90,73,0.9853623509407043,0.9782025814056396,1021,5114
209,169,73,0.9860870838165283,0.9749523997306824,1022,5119
210,214,75,0.9863554239273071,0.9708934426307678,1023,5124
211,231,76,0.9874095320701599,0.9682168960571289,1024,5129
212,234,76,0.9878455996513367,0.9687942266464233,1025,5134
213,172,76,0.986820638179779,0.9713963270187378,1026,5139
214,68,76,0.9898051619529724,0.9818522334098816,1027,5144
215,3,216,0.9948321580886841,0.9937530159950256,1028,5149
216,1,216,0.9961132407188416,0.9961132407188416,1029,5154
217,1,217,0.9967753291130066,0.9967753291130066,1030,5159
218,2,219,0.9960774183273315,0.9958692193031311,1031,5164
219,1,219,0.9965194463729858,0.9965194463729858,1032,5169
220,5,300,0.997349739074707,0.9967396259307861,1033,5174
221,5,300,0.9970231652259827,0.996295690536499,1034,5179
222,4,300,0.9962732195854187,0.9959059953689575,1035,5184
223,16,300,0.9953445196151733,0.9941920042037964,1036,5189
224,16,300,0.9947179555892944,0.9933724403381348,1037,5194
225,9,300,0.993915319442749,0.9928044080734253,1038,5199
226,11,300,0.9950679540634155,0.9940324425697327,1039,5204
227,9,300,0.9945765137672424,0.9938662648200989,1040,5209
228,5,300,0.9954940676689148,0.9951185584068298,1041,5214
229,11,307,0.9952329993247986,0.99489825963974,1042,5219
230,28,276,0.9946086406707764,0.9940131902694702,1043,5224
231,37,276,0.9946150183677673,0.9939776062965393,1044,5229
232,44,318,0.9944146275520325,0.9938812255859375,1045,5234
233,39,279,0.993863046169281,0.9931932687759399,1046,5239
234,43,279,0.9944490790367126,0.9937940239906311,1047,5244
235,43,318,0.9938717484474182,0.9931730031967163,1048,5249
236,43,318,0.9948523640632629,0.99405837059021,1049,5254
237,38,318,0.9947575926780701,0.9939431548118591,1050,5259
238,33,318,0.9952452778816223,0.9945029616355896,1051,5264
239,13,333,0.9957917332649231,0.9953392744064331,1052,5269
240,3,333,0.9961397051811218,0.9959030151367188,1053,5274
241,2,333,0.9957020282745361,0.9956221580505371,1054,5279
242,3,243,0.9961774945259094,0.9959503412246704,1055,5284
243,1,243,0.996392011642456,0.996392011642456,1056,5289
244,1,244,0.9964271187782288,0.9964271187782288,1057,5294
245,1,245,0.9961694478988647,0.9961694478988647,1058,5299
246,1,246,0.9972099661827087,0.9972099661827087,1059,5304
247,1,247,0.9971805214881897,0.9971805214881897,1060,5309
248,1,248,0.9974341988563538,0.9974341988563538,1061,5314
249,1,249,0.9969977140426636,0.9969977140426636,1062,5319
250,1,250,0.9976984858512878,0.9976984858512878,1063,5324
251,1,251,0.9960296154022217,0.9960296154022217,1064,5329
252,1,252,0.9948968291282654,0.9948968291282654,1065,5334
253,3,252,0.9954706430435181,0.9941592216491699,1066,5339
254,2,253,0.9935477375984192,0.9933239817619324,1067,5344
255,1,255,0.9943104386329651,0.9943104386329651,1068,5349
256,2,255,0.995232343673706,0.9949807524681091,1069,5354
257,3,255,0.9941677451133728,0.9935944676399231,1070,5359
258,3,255,0.9938631057739258,0.9935289621353149,1071,5364
259,1,259,0.9946025013923645,0.9946025013923645,1072,5369
260,4,258,0.9942998290061951,0.9940686225891113,1073,5374
261,1,261,0.9940544962882996,0.9940544962882996,1074,5379
262,3,261,0.9937669038772583,0.993241012096405,1075,5384
263,2,264,0.9948559403419495,0.9946993589401245,1076,5389
264,1,264,0.9964773654937744,0.9964773654937744,1077,5394
265,1,265,0.99634850025177,0.99634850025177,1078,5399
266,2,267,0.9973121285438538,0.9967202544212341,1079,5404
267,2,268,0.9984261989593506,0.9978107810020447,1080,5409
268,1,268,0.9981898069381714,0.9981898069381714,1081,5414
269,2,268,0.9965600967407227,0.9961971640586853,1082,5419
270,4,268,0.9958062767982483,0.9951964616775513,1083,5424
271,1,271,0.9959157109260559,0.9959157109260559,1084,5429
272,4,279,0.9962011575698853,0.9960923194885254,1085,5434
273,10,274,0.9958571195602417,0.9955980181694031,1086,5439
274,11,279,0.9953478574752808,0.9950559139251709,1087,5444
275,52,318,0.9956279397010803,0.9941896200180054,1088,5449
276,39,326,0.9953128099441528,0.9943233132362366,1089,5454
277,34,318,0.9958845973014832,0.9949474334716797,1090,5459
278,15,318,0.9963043332099915,0.9959293007850647,1091,5464
279,18,333,0.9963635206222534,0.995827853679657,1092,5469
280,32,326,0.9963697791099548,0.9951953291893005,1093,5474
281,46,326,0.9963849782943726,0.9947540760040283,1094,5479
282,65,333,0.9965681433677673,0.9944776892662048,1095,5484
283,59,318,0.9968681335449219,0.9951436519622803,1096,5489
284,42,333,0.9968463778495789,0.9952177405357361,1097,5494
285,30,333,0.9968475103378296,0.9955847859382629,1098,5499
286,27,333,0.996657133102417,0.995498538017273,1099,5504
287,33,326,0.9967284202575684,0.9953993558883667,1100,5509
288,30,333,0.9965799450874329,0.9953551292419434,1101,5514
289,35,333,0.9968315362930298,0.9952394962310791,1102,5519
290,32,333,0.9966423511505127,0.994964063167572,1103,5524
291,26,333,0.9966627955436707,0.995477020740509,1104,5529
292,25,333,0.9967196583747864,0.9957405924797058,1105,5534
293,22,336,0.9961763024330139,0.9955920577049255,1106,5539
294,6,337,0.9966697096824646,0.9960325360298157,1107,5544
295,4,338,0.9965803027153015,0.9963332414627075,1108,5549
296,2,297,0.9964021444320679,0.9963265657424927,1109,5554
297,1,297,0.9960938096046448,0.9960938096046448,1110,5559
298,1,298,0.9951013326644897,0.9951013326644897,1111,5564
299,1,299,0.9945716261863708,0.9945716261863708,1112,5569
300,1,300,0.9947813749313354,0.9947813749313354,1113,5574
301,2,300,0.9951257705688477,0.9951096177101135,1114,5579
302,2,303,0.9948592185974121,0.9946892261505127,1115,5584
303,1,303,0.9950929880142212,0.9950929880142212,1116,5589
304,5,309,0.9960315227508545,0.9957915544509888,1117,5594
305,31,276,0.9951420426368713,0.9944587349891663,1118,5599
306,22,274,0.994875967502594,0.9943535923957825,1119,5604
307,20,276,0.9946913123130798,0.9941475987434387,1120,5609
308,28,279,0.994325578212738,0.993764340877533,1121,5614
309,4,311,0.9952216148376465,0.9951258301734924,1122,5619
310,6,318,0.9950927495956421,0.99493408203125,1123,5624
311,6,318,0.9955862164497375,0.9953124523162842,1124,5629
312,4,318,0.9957839250564575,0.9955374002456665,1125,5634
313,23,333,0.9955193996429443,0.9949854016304016,1126,5639
314,20,333,0.9951508045196533,0.9944810271263123,1127,5644
315,19,333,0.9955489635467529,0.9947577118873596,1128,5649
316,16,333,0.9950308203697205,0.9945820569992065,1129,5654
317,5,326,0.9949994087219238,0.9947595000267029,1130,5659
318,4,326,0.9939877390861511,0.9936984777450562,1131,5664
319,20,326,0.994138240814209,0.993291974067688,1132,5669
320,20,333,0.9941803812980652,0.9931909441947937,1133,5674
321,29,333,0.9947640895843506,0.9934408664703369,1134,5679
322,34,335,0.9944626688957214,0.9931154251098633,1135,5684
323,13,333,0.994787871837616,0.9943207502365112,1136,5689
324,15,335,0.9944798350334167,0.9941034913063049,1137,5694
325,11,326,0.9943363070487976,0.9940551519393921,1138,5699
326,1,326,0.9950111508369446,0.9950111508369446,1139,5704
327,4,326,0.994793176651001,0.9946737885475159,1140,5709
328,5,334,0.9944720268249512,0.9943366050720215,1141,5714
329,7,335,0.9945812821388245,0.9944743514060974,1142,5719
330,9,333,0.9946489334106445,0.9944753646850586,1143,5724
331,7,334,0.9948930740356445,0.9946655631065369,1144,5729
332,2,333,0.9953511953353882,0.9952338337898254,1145,5734
333,1,333,0.9954829216003418,0.9954829216003418,1146,5739
334,1,334,0.9956532716751099,0.9956532716751099,1147,5744
335,1,335,0.9950621128082275,0.9950621128082275,1148,5749
336,1,336,0.9958913326263428,0.9958913326263428,1149,5754
337,1,337,0.9959574937820435,0.9959574937820435,1150,5759
338,2,339,0.9969841241836548,0.9967397451400757,1151,5764
339,1,339,0.9977260828018188,0.9977260828018188,1152,5769
340,1,340,0.9979098439216614,0.9979098439216614,1153,5774
341,3,268,0.9973522424697876,0.9971491098403931,1154,5779
342,11,268,0.9975739121437073,0.9955141544342041,1155,5784
343,5,268,0.9977491497993469,0.9965983033180237,1156,5789
344,2,341,0.9976996183395386,0.9976380467414856,1157,5794
345,1,345,0.9977808594703674,0.9977808594703674,1158,5799
346,2,347,0.9973667860031128,0.9973655343055725,1159,5804
347,1,347,0.9972509145736694,0.9972509145736694,1160,5809
