query_index,row_id,rank,top1_row_id
11,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:97,2698,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:35
12,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:98,1363,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
13,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:99,2480,long_80f_stride40:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:20
14,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:119,2164,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:129
15,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:120,2335,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
16,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:121,1796,long_80f_stride40:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:32
17,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:122,924,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:35
18,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:134,3536,dense_20f_stride10:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:265
19,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:135,327,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
20,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:136,323,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
21,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:137,291,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
22,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:173,2642,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:3
23,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:174,2275,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:129
24,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:175,440,long_80f_stride40:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:32
25,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:176,3594,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
26,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:192,2744,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:180
27,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:193,1422,long_80f_stride40:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:88
28,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:194,2719,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:129
29,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:195,1597,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:129
30,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:231,20,dense_20f_stride10:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:265
31,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:232,385,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:3
32,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:233,563,long_80f_stride40:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:32
33,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:242,2494,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:129
34,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:243,955,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
35,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:244,3358,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
36,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:245,213,medium_40f_stride20:33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:170
37,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:257,1403,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
38,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:258,2566,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:129
39,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:259,2527,medium_40f_stride20:33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:170
40,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:260,423,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
41,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:268,2130,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
42,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:269,2608,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
43,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:270,1396,long_80f_stride40:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:20
44,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:287,741,medium_40f_stride20:33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:154
45,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:288,3255,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
46,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:289,1527,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:129
47,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:298,1720,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
48,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:299,2100,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
49,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:300,252,long_80f_stride40:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:97
50,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:301,213,long_80f_stride40:33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:87
51,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:317,312,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
52,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:318,3772,long_80f_stride40:33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:78
53,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:319,298,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:351
54,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:320,273,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
55,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:324,3697,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:35
56,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:325,3731,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:180
57,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:326,3764,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:35
58,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:351,328,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
59,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:352,532,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
60,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:353,489,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
61,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:354,3899,medium_40f_stride20:33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:0
62,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:366,3970,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:1
63,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:367,80,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
64,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:368,83,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
65,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:381,2537,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
66,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:382,3589,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
67,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:383,443,long_80f_stride40:33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:87
68,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:388,2553,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
69,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:389,2588,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
70,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:390,3276,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
71,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:391,780,long_80f_stride40:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:16
72,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:403,3109,dense_20f_stride10:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:367
73,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:404,876,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:129
74,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:405,1301,long_80f_stride40:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:54
75,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:418,1746,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
76,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:419,1753,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
77,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:420,2235,medium_40f_stride20:33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:170
78,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:421,634,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:129
79,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:425,3146,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
80,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:426,832,dense_20f_stride10:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:262
81,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:427,2182,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
82,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:440,2020,medium_40f_stride20:33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:170
83,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:441,1773,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:129
84,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:442,1813,dense_20f_stride10:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:265
85,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:447,1067,medium_40f_stride20:33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:170
86,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:448,928,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:35
87,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:449,755,medium_40f_stride20:33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:170
88,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:450,751,medium_40f_stride20:33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:170
89,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:454,2643,medium_40f_stride20:5399ef86-4df9-49bc-809f-8f4f92f9e659__ep6:qa:15
90,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:455,1838,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
91,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:456,2492,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
92,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:457,999,dense_20f_stride10:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:6
93,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:461,3698,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
94,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:462,3912,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
95,dense_20f_stride10:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:463,3988,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
96,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:0,2763,medium_40f_stride20:b9dd769b-e31a-4fdb-945e-5a60db6487b0__ep2:qa:144
97,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:1,2693,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:179
98,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:2,2711,dense_20f_stride10:33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:4
99,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:3,1117,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
100,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:4,1046,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
101,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:5,1163,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
102,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:6,1188,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
103,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:7,1026,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
104,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:8,2945,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:35
105,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:9,2932,long_80f_stride40:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:65
106,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:10,2901,long_80f_stride40:8a8e1b3c-607e-4ada-b3fd-fa639727e92c__ep1:qa:32
107,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:11,2916,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:35
108,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:12,1194,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
109,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:13,1280,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
110,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:14,877,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
111,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:15,390,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
112,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:16,3582,long_80f_stride40:33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:77
113,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:17,3590,medium_40f_stride20:33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:170
114,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:18,361,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
115,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:19,3561,dense_20f_stride10:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:6
116,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:20,475,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
117,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:21,468,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
118,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:22,3530,medium_40f_stride20:33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:170
119,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:23,576,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
120,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:24,3838,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:129
121,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:25,3891,long_80f_stride40:33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:87
122,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:26,3319,long_80f_stride40:33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:87
123,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:27,974,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
124,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:28,1656,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
125,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:29,1660,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
126,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:30,1528,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
127,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:31,1758,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
128,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:32,1778,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
129,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:33,2555,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:35
130,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:34,1035,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
131,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:35,1015,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
132,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:36,986,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
133,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:37,1814,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
134,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:38,1805,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
135,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:39,1521,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
136,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:40,1638,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
137,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:41,1647,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
138,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:42,1694,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
139,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:43,2155,long_80f_stride40:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:97
140,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:44,2163,medium_40f_stride20:4b02bb38-384a-438a-b5f9-6131d85c34b0__ep1:qa:129
141,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:45,1906,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
142,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:46,2254,dense_20f_stride10:877779cd-25f3-4293-a3c4-39067dd9558c__ep4:qa:196
143,dense_20f_stride10:a1012a57-385e-45a9-8a59-694a26fe92a5__ep1:qa:47,1726,medium_40f_stride20:33f7ae08-ac1d-4321-9cb9-eca79016b359__ep1:qa:170
