task,task_display,status,window_index,start_frame,end_frame,center_frame,true_value,predicted_value,confidence,correct
timeline_action,Current Action Recognition,observed_prediction,846,4230,4249,4239,Close bottle cap,Close bottle cap,0.9956004619598389,1
timeline_action,Current Action Recognition,observed_prediction,847,4235,4254,4244,Close bottle cap,Close bottle cap,0.9999674558639526,1
timeline_action,Current Action Recognition,observed_prediction,848,4240,4259,4249,Close bottle cap,Close bottle cap,0.9993657469749451,1
timeline_action,Current Action Recognition,observed_prediction,849,4245,4264,4254,Close bottle cap,Close bottle cap,0.9848392009735107,1
timeline_action,Current Action Recognition,observed_prediction,850,4250,4269,4259,Close bottle cap,Position kettle to pour,0.9740461111068726,0
timeline_action,Current Action Recognition,observed_prediction,851,4255,4274,4264,Close bottle cap,Position kettle to pour,0.9665635824203491,0
timeline_action,Current Action Recognition,observed_prediction,852,4260,4279,4269,Close bottle cap,Position kettle to pour,0.46074700355529785,0
timeline_action,Current Action Recognition,observed_prediction,853,4265,4284,4274,Close bottle cap,Pick up kettle,0.39641040563583374,0
timeline_action,Current Action Recognition,observed_prediction,854,4270,4289,4279,Close bottle cap,Pick up kettle,0.7554227709770203,0
timeline_action,Current Action Recognition,observed_prediction,855,4275,4294,4284,Close bottle cap,Pick up kettle,0.8473094701766968,0
timeline_action,Current Action Recognition,observed_prediction,856,4280,4299,4289,Close bottle cap,Pick up kettle,0.933936595916748,0
timeline_action,Current Action Recognition,observed_prediction,857,4285,4304,4294,Close bottle cap,Pick up kettle,0.9334571361541748,0
timeline_action,Current Action Recognition,observed_prediction,858,4290,4309,4299,Close bottle cap,Pick up kettle,0.9559752345085144,0
timeline_action,Current Action Recognition,observed_prediction,859,4295,4314,4304,Close bottle cap,Pick up kettle,0.9457948207855225,0
timeline_action,Current Action Recognition,observed_prediction,860,4300,4319,4309,Close bottle cap,Pick up kettle,0.9580444097518921,0
timeline_action,Current Action Recognition,observed_prediction,861,4305,4324,4314,Close bottle cap,Pick up kettle,0.8951300382614136,0
timeline_action,Current Action Recognition,observed_prediction,862,4310,4329,4319,Close bottle cap,Pick up kettle,0.6593905687332153,0
timeline_action,Current Action Recognition,observed_prediction,863,4315,4334,4324,Close bottle cap,Move kettle away,0.474625825881958,0
timeline_action,Current Action Recognition,observed_prediction,864,4320,4339,4329,Close bottle cap,Move kettle away,0.5083903670310974,0
timeline_action,Current Action Recognition,observed_prediction,865,4325,4344,4334,Close bottle cap,Move kettle away,0.4714740514755249,0
timeline_action,Current Action Recognition,observed_prediction,866,4330,4349,4339,Close bottle cap,Move kettle away,0.467812716960907,0
timeline_action,Current Action Recognition,observed_prediction,867,4335,4354,4344,Close bottle cap,Move kettle away,0.530930757522583,0
timeline_action,Current Action Recognition,observed_prediction,868,4340,4359,4349,Close bottle cap,Move kettle away,0.4573417901992798,0
timeline_action,Current Action Recognition,observed_prediction,869,4345,4364,4354,Close bottle cap,Move kettle away,0.35056272149086,0
timeline_action,Current Action Recognition,observed_prediction,870,4350,4369,4359,Close bottle cap,Move kettle away,0.35964709520339966,0
timeline_action,Current Action Recognition,observed_prediction,871,4355,4374,4364,Close bottle cap,Grasp gooseneck kettle,0.4491121768951416,0
timeline_action,Current Action Recognition,observed_prediction,872,4360,4379,4369,Close bottle cap,Move kettle away,0.5572973489761353,0
timeline_action,Current Action Recognition,observed_prediction,873,4365,4384,4374,Close bottle cap,Move kettle away,0.6749051809310913,0
timeline_action,Current Action Recognition,observed_prediction,874,4370,4389,4379,Close bottle cap,Grasp gooseneck kettle,0.6722816228866577,0
timeline_action,Current Action Recognition,observed_prediction,875,4375,4394,4384,Close bottle cap,Grasp gooseneck kettle,0.6498131155967712,0
timeline_action,Current Action Recognition,observed_prediction,876,4380,4399,4389,Close bottle cap,Grasp gooseneck kettle,0.5780695676803589,0
timeline_action,Current Action Recognition,observed_prediction,877,4385,4404,4394,Close bottle cap,Lift gooseneck kettle,0.5807220339775085,0
timeline_action,Current Action Recognition,observed_prediction,879,4395,4414,4404,Place item on table,Grasp gooseneck kettle,0.34716734290122986,0
timeline_action,Current Action Recognition,observed_prediction,880,4400,4419,4409,Place item on table,Grasp gooseneck kettle,0.48304322361946106,0
timeline_action,Current Action Recognition,observed_prediction,881,4405,4424,4414,Place item on table,Pick up white bottle,0.3992617726325989,0
timeline_action,Current Action Recognition,observed_prediction,882,4410,4429,4419,Place item on table,Grasp gooseneck kettle,0.5430309772491455,0
timeline_action,Current Action Recognition,observed_prediction,883,4415,4434,4424,Place item on table,Grasp gooseneck kettle,0.6120333671569824,0
timeline_action,Current Action Recognition,observed_prediction,884,4420,4439,4429,Place item on table,Grasp gooseneck kettle,0.6792599558830261,0
timeline_action,Current Action Recognition,observed_prediction,885,4425,4444,4434,Place item on table,Grasp gooseneck kettle,0.6812241077423096,0
timeline_action,Current Action Recognition,observed_prediction,886,4430,4449,4439,Place item on table,Grasp gooseneck kettle,0.6840025782585144,0
timeline_action,Current Action Recognition,observed_prediction,887,4435,4454,4444,Place item on table,Grasp gooseneck kettle,0.5029498338699341,0
timeline_action,Current Action Recognition,observed_prediction,888,4440,4459,4449,Place item on table,Place kettle on table,0.40355581045150757,0
timeline_action,Current Action Recognition,observed_prediction,889,4445,4464,4454,Place item on table,Place kettle on table,0.8008579015731812,0
timeline_action,Current Action Recognition,observed_prediction,890,4450,4469,4459,Place item on table,Place kettle on table,0.9514385461807251,0
timeline_action,Current Action Recognition,observed_prediction,891,4455,4474,4464,Place item on table,Place kettle on table,0.986695408821106,0
timeline_action,Current Action Recognition,observed_prediction,892,4460,4479,4469,Place item on table,Place kettle on table,0.9973645806312561,0
timeline_action,Current Action Recognition,observed_prediction,893,4465,4484,4474,Place item on table,Place kettle on table,0.9996217489242554,0
timeline_action,Current Action Recognition,observed_prediction,894,4470,4489,4479,Place item on table,Place kettle on table,0.9996557235717773,0
timeline_action,Current Action Recognition,observed_prediction,895,4475,4494,4484,Place item on table,Place kettle on table,0.9918096661567688,0
timeline_action,Current Action Recognition,observed_prediction,896,4480,4499,4489,Place item on table,Place kettle on table,0.9538761377334595,0
timeline_action,Current Action Recognition,observed_prediction,897,4485,4504,4494,Place item on table,Place kettle on table,0.9307644963264465,0
timeline_action,Current Action Recognition,observed_prediction,898,4490,4509,4499,Place item on table,Place kettle on table,0.81791090965271,0
timeline_action,Current Action Recognition,observed_prediction,899,4495,4514,4504,Place item on table,Pick up white bottle,0.5764226317405701,0
timeline_action,Current Action Recognition,observed_prediction,900,4500,4519,4509,Place item on table,Pick up white bottle,0.8426812887191772,0
timeline_action,Current Action Recognition,observed_prediction,901,4505,4524,4514,Place item on table,Pick up white bottle,0.6585087776184082,0
timeline_action,Current Action Recognition,observed_prediction,903,4515,4534,4524,Wait/Prepare for pouring,Move kettle,0.8695270419120789,0
timeline_action,Current Action Recognition,observed_prediction,904,4520,4539,4529,Wait/Prepare for pouring,Move kettle,0.8987473249435425,0
timeline_action,Current Action Recognition,observed_prediction,905,4525,4544,4534,Wait/Prepare for pouring,Move kettle,0.9153809547424316,0
timeline_action,Current Action Recognition,observed_prediction,906,4530,4549,4539,Wait/Prepare for pouring,Move kettle,0.5445832014083862,0
timeline_action,Current Action Recognition,observed_prediction,907,4535,4554,4544,Wait/Prepare for pouring,Pick up white bottle,0.9048243761062622,0
timeline_action,Current Action Recognition,observed_prediction,908,4540,4559,4549,Wait/Prepare for pouring,Pick up white bottle,0.9595302939414978,0
timeline_action,Current Action Recognition,observed_prediction,909,4545,4564,4554,Wait/Prepare for pouring,Pick up white bottle,0.8726866841316223,0
timeline_action,Current Action Recognition,observed_prediction,910,4550,4569,4559,Wait/Prepare for pouring,Hold gooseneck kettle,0.8780595064163208,0
timeline_action,Current Action Recognition,observed_prediction,911,4555,4574,4564,Wait/Prepare for pouring,Hold gooseneck kettle,0.990176260471344,0
timeline_action,Current Action Recognition,observed_prediction,912,4560,4579,4569,Wait/Prepare for pouring,Hold gooseneck kettle,0.9969286322593689,0
timeline_action,Current Action Recognition,observed_prediction,913,4565,4584,4574,Wait/Prepare for pouring,Hold gooseneck kettle,0.9940643906593323,0
timeline_action,Current Action Recognition,observed_prediction,914,4570,4589,4579,Wait/Prepare for pouring,Hold gooseneck kettle,0.9583333134651184,0
timeline_action,Current Action Recognition,observed_prediction,915,4575,4594,4584,Wait/Prepare for pouring,Hold gooseneck kettle,0.9850825071334839,0
timeline_action,Current Action Recognition,observed_prediction,916,4580,4599,4589,Wait/Prepare for pouring,Hold gooseneck kettle,0.9915817379951477,0
timeline_action,Current Action Recognition,observed_prediction,917,4585,4604,4594,Wait/Prepare for pouring,Hold gooseneck kettle,0.9924134612083435,0
timeline_action,Current Action Recognition,observed_prediction,918,4590,4609,4599,Wait/Prepare for pouring,Hold gooseneck kettle,0.9979178309440613,0
timeline_action,Current Action Recognition,observed_prediction,919,4595,4614,4604,Wait/Prepare for pouring,Hold gooseneck kettle,0.9941985607147217,0
timeline_action,Current Action Recognition,observed_prediction,920,4600,4619,4609,Wait/Prepare for pouring,Hold gooseneck kettle,0.9954262375831604,0
timeline_action,Current Action Recognition,observed_prediction,921,4605,4624,4614,Wait/Prepare for pouring,Hold gooseneck kettle,0.9974287152290344,0
timeline_action,Current Action Recognition,observed_prediction,922,4610,4629,4619,Wait/Prepare for pouring,Hold gooseneck kettle,0.9982560276985168,0
timeline_action,Current Action Recognition,observed_prediction,923,4615,4634,4624,Wait/Prepare for pouring,Hold gooseneck kettle,0.9992092847824097,0
timeline_action,Current Action Recognition,observed_prediction,924,4620,4639,4629,Wait/Prepare for pouring,Hold gooseneck kettle,0.999803364276886,0
timeline_action,Current Action Recognition,observed_prediction,925,4625,4644,4634,Wait/Prepare for pouring,Hold gooseneck kettle,0.9998875856399536,0
timeline_action,Current Action Recognition,observed_prediction,926,4630,4649,4639,Wait/Prepare for pouring,Hold gooseneck kettle,0.9999442100524902,0
timeline_action,Current Action Recognition,observed_prediction,927,4635,4654,4644,Wait/Prepare for pouring,Hold gooseneck kettle,0.9999759197235107,0
timeline_action,Current Action Recognition,observed_prediction,928,4640,4659,4649,Wait/Prepare for pouring,Hold gooseneck kettle,0.9997264742851257,0
timeline_action,Current Action Recognition,observed_prediction,929,4645,4664,4654,Wait/Prepare for pouring,Transfer coffee to dripper,1.0,0
timeline_action,Current Action Recognition,observed_prediction,930,4650,4669,4659,Wait/Prepare for pouring,Pour coffee,1.0,0
timeline_action,Current Action Recognition,observed_prediction,931,4655,4674,4664,Wait/Prepare for pouring,Pour coffee,1.0,0
timeline_action,Current Action Recognition,observed_prediction,932,4660,4679,4669,Wait/Prepare for pouring,Pour coffee,1.0,0
timeline_action,Current Action Recognition,observed_prediction,933,4665,4684,4674,Wait/Prepare for pouring,Move kettle away,0.9999998807907104,0
timeline_action,Current Action Recognition,observed_prediction,934,4670,4689,4679,Wait/Prepare for pouring,Hold gooseneck kettle,0.6351548433303833,0
timeline_action,Current Action Recognition,observed_prediction,935,4675,4694,4684,Wait/Prepare for pouring,Hold gooseneck kettle,0.9386245608329773,0
timeline_action,Current Action Recognition,observed_prediction,936,4680,4699,4689,Wait/Prepare for pouring,Hold gooseneck kettle,0.9712947010993958,0
timeline_action,Current Action Recognition,observed_prediction,937,4685,4704,4694,Wait/Prepare for pouring,Hold gooseneck kettle,0.9704196453094482,0
timeline_action,Current Action Recognition,observed_prediction,938,4690,4709,4699,Wait/Prepare for pouring,Hold gooseneck kettle,0.9753908514976501,0
timeline_action,Current Action Recognition,observed_prediction,939,4695,4714,4704,Wait/Prepare for pouring,Hold gooseneck kettle,0.9717796444892883,0
timeline_action,Current Action Recognition,observed_prediction,940,4700,4719,4709,Wait/Prepare for pouring,Hold gooseneck kettle,0.9616092443466187,0
timeline_action,Current Action Recognition,observed_prediction,941,4705,4724,4714,Wait/Prepare for pouring,Hold gooseneck kettle,0.829465389251709,0
timeline_action,Current Action Recognition,observed_prediction,942,4710,4729,4719,Wait/Prepare for pouring,Hold gooseneck kettle,0.8503955602645874,0
timeline_action,Current Action Recognition,observed_prediction,943,4715,4734,4724,Wait/Prepare for pouring,Hold gooseneck kettle,0.9389151930809021,0
timeline_action,Current Action Recognition,observed_prediction,944,4720,4739,4729,Wait/Prepare for pouring,Hold gooseneck kettle,0.9803535342216492,0
timeline_action,Current Action Recognition,observed_prediction,945,4725,4744,4734,Wait/Prepare for pouring,Hold gooseneck kettle,0.9999958276748657,0
timeline_action,Current Action Recognition,observed_prediction,946,4730,4749,4739,Wait/Prepare for pouring,Hold gooseneck kettle,0.999997615814209,0
timeline_action,Current Action Recognition,observed_prediction,947,4735,4754,4744,Wait/Prepare for pouring,Hold gooseneck kettle,0.9999982118606567,0
timeline_action,Current Action Recognition,observed_prediction,948,4740,4759,4749,Wait/Prepare for pouring,Hold gooseneck kettle,0.9999998807907104,0
timeline_action,Current Action Recognition,observed_prediction,949,4745,4764,4754,Wait/Prepare for pouring,Hold gooseneck kettle,0.9999994039535522,0
timeline_action,Current Action Recognition,observed_prediction,950,4750,4769,4759,Wait/Prepare for pouring,Hold gooseneck kettle,0.9999986886978149,0
timeline_action,Current Action Recognition,observed_prediction,951,4755,4774,4764,Wait/Prepare for pouring,Hold gooseneck kettle,0.9999980926513672,0
timeline_action,Current Action Recognition,observed_prediction,952,4760,4779,4769,Wait/Prepare for pouring,Hold gooseneck kettle,0.999990701675415,0
timeline_action,Current Action Recognition,observed_prediction,953,4765,4784,4774,Wait/Prepare for pouring,Hold gooseneck kettle,0.9999579191207886,0
timeline_action,Current Action Recognition,observed_prediction,954,4770,4789,4779,Wait/Prepare for pouring,Hold gooseneck kettle,0.9998252987861633,0
timeline_action,Current Action Recognition,observed_prediction,955,4775,4794,4784,Wait/Prepare for pouring,Hold gooseneck kettle,0.9991575479507446,0
timeline_action,Current Action Recognition,observed_prediction,956,4780,4799,4789,Wait/Prepare for pouring,Hold gooseneck kettle,0.9965736865997314,0
timeline_action,Current Action Recognition,observed_prediction,957,4785,4804,4794,Wait/Prepare for pouring,Hold gooseneck kettle,0.9930694699287415,0
timeline_action,Current Action Recognition,observed_prediction,958,4790,4809,4799,Wait/Prepare for pouring,Hold gooseneck kettle,0.9422296285629272,0
timeline_action,Current Action Recognition,observed_prediction,959,4795,4814,4804,Wait/Prepare for pouring,Hold gooseneck kettle,0.8037304878234863,0
timeline_action,Current Action Recognition,observed_prediction,960,4800,4819,4809,Wait/Prepare for pouring,Hold gooseneck kettle,0.8388046622276306,0
timeline_action,Current Action Recognition,observed_prediction,961,4805,4824,4814,Wait/Prepare for pouring,Hold gooseneck kettle,0.6672843098640442,0
timeline_action,Current Action Recognition,observed_prediction,962,4810,4829,4819,Wait/Prepare for pouring,Hold gooseneck kettle,0.6682916283607483,0
timeline_action,Current Action Recognition,observed_prediction,963,4815,4834,4824,Wait/Prepare for pouring,Grasp gooseneck kettle,0.638683021068573,0
timeline_action,Current Action Recognition,observed_prediction,964,4820,4839,4829,Wait/Prepare for pouring,Hold gooseneck kettle,0.5276715755462646,0
timeline_action,Current Action Recognition,observed_prediction,965,4825,4844,4834,Wait/Prepare for pouring,Hold gooseneck kettle,0.48482465744018555,0
timeline_action,Current Action Recognition,observed_prediction,966,4830,4849,4839,Wait/Prepare for pouring,Grasp gooseneck kettle,0.6003479361534119,0
timeline_action,Current Action Recognition,observed_prediction,967,4835,4854,4844,Wait/Prepare for pouring,Grasp gooseneck kettle,0.40354663133621216,0
timeline_action,Current Action Recognition,observed_prediction,968,4840,4859,4849,Wait/Prepare for pouring,Pick up kettle,0.40534141659736633,0
timeline_action,Current Action Recognition,observed_prediction,969,4845,4864,4854,Wait/Prepare for pouring,Pick up kettle,0.5524398684501648,0
timeline_action,Current Action Recognition,observed_prediction,970,4850,4869,4859,Wait/Prepare for pouring,Pick up white bottle,0.29971522092819214,0
timeline_action,Current Action Recognition,observed_prediction,971,4855,4874,4864,Wait/Prepare for pouring,Grasp gooseneck kettle,0.5432841777801514,0
timeline_action,Current Action Recognition,observed_prediction,972,4860,4879,4869,Wait/Prepare for pouring,Hold gooseneck kettle,0.9190503358840942,0
timeline_action,Current Action Recognition,observed_prediction,973,4865,4884,4874,Wait/Prepare for pouring,Hold gooseneck kettle,0.8465105295181274,0
timeline_action,Current Action Recognition,observed_prediction,974,4870,4889,4879,Wait/Prepare for pouring,Hold gooseneck kettle,0.8300129175186157,0
timeline_action,Current Action Recognition,observed_prediction,975,4875,4894,4884,Wait/Prepare for pouring,Hold gooseneck kettle,0.8345176577568054,0
timeline_action,Current Action Recognition,observed_prediction,976,4880,4899,4889,Wait/Prepare for pouring,Hold gooseneck kettle,0.8224484920501709,0
timeline_action,Current Action Recognition,observed_prediction,977,4885,4904,4894,Wait/Prepare for pouring,Hold gooseneck kettle,0.7610405683517456,0
timeline_action,Current Action Recognition,observed_prediction,978,4890,4909,4899,Wait/Prepare for pouring,Hold gooseneck kettle,0.8329975605010986,0
timeline_action,Current Action Recognition,observed_prediction,979,4895,4914,4904,Wait/Prepare for pouring,Hold gooseneck kettle,0.7936522364616394,0
timeline_action,Current Action Recognition,observed_prediction,980,4900,4919,4909,Wait/Prepare for pouring,Hold gooseneck kettle,0.9082568883895874,0
timeline_action,Current Action Recognition,observed_prediction,981,4905,4924,4914,Wait/Prepare for pouring,Hold gooseneck kettle,0.7107468843460083,0
timeline_action,Current Action Recognition,observed_prediction,982,4910,4929,4919,Wait/Prepare for pouring,Grasp gooseneck kettle,0.5210253000259399,0
timeline_action,Current Action Recognition,observed_prediction,983,4915,4934,4924,Wait/Prepare for pouring,Grasp gooseneck kettle,0.4961884021759033,0
timeline_action,Current Action Recognition,observed_prediction,984,4920,4939,4929,Wait/Prepare for pouring,Grasp gooseneck kettle,0.9666850566864014,0
timeline_action,Current Action Recognition,observed_prediction,985,4925,4944,4934,Wait/Prepare for pouring,Grasp gooseneck kettle,0.9816434979438782,0
timeline_action,Current Action Recognition,observed_prediction,986,4930,4949,4939,Wait/Prepare for pouring,Position kettle to pour,0.9931026697158813,0
timeline_action,Current Action Recognition,observed_prediction,987,4935,4954,4944,Wait/Prepare for pouring,Position kettle to pour,1.0,0
timeline_action,Current Action Recognition,observed_prediction,988,4940,4959,4949,Wait/Prepare for pouring,Position kettle to pour,1.0,0
timeline_action,Current Action Recognition,observed_prediction,989,4945,4964,4954,Wait/Prepare for pouring,Position kettle to pour,1.0,0
timeline_action,Current Action Recognition,observed_prediction,990,4950,4969,4959,Wait/Prepare for pouring,Transfer coffee to dripper,0.48497480154037476,0
timeline_action,Current Action Recognition,observed_prediction,991,4955,4974,4964,Wait/Prepare for pouring,Place kettle on table,0.5992944836616516,0
timeline_action,Current Action Recognition,observed_prediction,992,4960,4979,4969,Wait/Prepare for pouring,Place kettle on table,0.9233120083808899,0
timeline_action,Current Action Recognition,observed_prediction,993,4965,4984,4974,Wait/Prepare for pouring,Place kettle on table,0.9438009858131409,0
timeline_action,Current Action Recognition,observed_prediction,994,4970,4989,4979,Wait/Prepare for pouring,Close bottle cap,0.6903070211410522,0
timeline_action,Current Action Recognition,observed_prediction,995,4975,4994,4984,Wait/Prepare for pouring,Close bottle cap,0.9340563416481018,0
timeline_action,Current Action Recognition,observed_prediction,996,4980,4999,4989,Wait/Prepare for pouring,Close bottle cap,0.9863518476486206,0
timeline_action,Current Action Recognition,observed_prediction,997,4985,5004,4994,Wait/Prepare for pouring,Close bottle cap,0.9919301867485046,0
timeline_action,Current Action Recognition,observed_prediction,999,4995,5014,5004,Pour coffee,Close bottle cap,0.9142341017723083,0
timeline_action,Current Action Recognition,observed_prediction,1000,5000,5019,5009,Pour coffee,Close bottle cap,0.5923903584480286,0
timeline_action,Current Action Recognition,observed_prediction,1001,5005,5024,5014,Pour coffee,Transfer coffee to dripper,0.5594492554664612,0
timeline_action,Current Action Recognition,observed_prediction,1002,5010,5029,5019,Pour coffee,Transfer coffee to dripper,0.7384365200996399,0
timeline_action,Current Action Recognition,observed_prediction,1003,5015,5034,5024,Pour coffee,Transfer coffee to dripper,0.8374500870704651,0
timeline_action,Current Action Recognition,observed_prediction,1004,5020,5039,5029,Pour coffee,Transfer coffee to dripper,0.8813374638557434,0
timeline_action,Current Action Recognition,observed_prediction,1005,5025,5044,5034,Pour coffee,Transfer coffee to dripper,0.8651036024093628,0
timeline_action,Current Action Recognition,observed_prediction,1006,5030,5049,5039,Pour coffee,Transfer coffee to dripper,0.8665270209312439,0
timeline_action,Current Action Recognition,observed_prediction,1007,5035,5054,5044,Pour coffee,Transfer coffee to dripper,0.8333640098571777,0
timeline_action,Current Action Recognition,observed_prediction,1008,5040,5059,5049,Pour coffee,Transfer coffee to dripper,0.8690798282623291,0
timeline_action,Current Action Recognition,observed_prediction,1009,5045,5064,5054,Pour coffee,Transfer coffee to dripper,0.7094391584396362,0
timeline_action,Current Action Recognition,observed_prediction,1010,5050,5069,5059,Pour coffee,Transfer coffee to dripper,0.8641939759254456,0
timeline_action,Current Action Recognition,observed_prediction,1011,5055,5074,5064,Pour coffee,Transfer coffee to dripper,0.9720942974090576,0
timeline_action,Current Action Recognition,observed_prediction,1012,5060,5079,5069,Pour coffee,Transfer coffee to dripper,0.9865186810493469,0
timeline_action,Current Action Recognition,observed_prediction,1013,5065,5084,5074,Pour coffee,Transfer coffee to dripper,0.5520269870758057,0
timeline_action,Current Action Recognition,observed_prediction,1014,5070,5089,5079,Pour coffee,Place kettle on table,0.9708778858184814,0
timeline_action,Current Action Recognition,observed_prediction,1015,5075,5094,5084,Pour coffee,Place kettle on table,0.9635362029075623,0
timeline_action,Current Action Recognition,observed_prediction,1016,5080,5099,5089,Pour coffee,Place kettle on table,0.4945189356803894,0
timeline_action,Current Action Recognition,observed_prediction,1017,5085,5104,5094,Pour coffee,Move kettle,0.9166053533554077,0
timeline_action,Current Action Recognition,observed_prediction,1018,5090,5109,5099,Pour coffee,Move kettle,0.9497877359390259,0
timeline_action,Current Action Recognition,observed_prediction,1019,5095,5114,5104,Pour coffee,Move kettle,0.9502944350242615,0
timeline_action,Current Action Recognition,observed_prediction,1020,5100,5119,5109,Pour coffee,Move kettle,0.9347808361053467,0
timeline_action,Current Action Recognition,observed_prediction,1021,5105,5124,5114,Pour coffee,Hold coffee carafe,0.7165603041648865,0
timeline_action,Current Action Recognition,observed_prediction,1022,5110,5129,5119,Pour coffee,Hold coffee carafe,0.9422505497932434,0
timeline_action,Current Action Recognition,observed_prediction,1023,5115,5134,5124,Pour coffee,Hold coffee carafe,0.8514485955238342,0
timeline_action,Current Action Recognition,observed_prediction,1024,5120,5139,5129,Pour coffee,Pick up white bottle,0.6639490127563477,0
timeline_action,Current Action Recognition,observed_prediction,1025,5125,5144,5134,Pour coffee,Place kettle on table,0.9943434000015259,0
timeline_action,Current Action Recognition,observed_prediction,1026,5130,5149,5139,Pour coffee,Move kettle away,0.9999996423721313,0
timeline_action,Current Action Recognition,observed_prediction,1027,5135,5154,5144,Pour coffee,Place kettle on table,0.9999984502792358,0
timeline_action,Current Action Recognition,observed_prediction,1028,5140,5159,5149,Pour coffee,Place kettle on table,0.9999712705612183,0
timeline_action,Current Action Recognition,observed_prediction,1029,5145,5164,5154,Pour coffee,Lift gooseneck kettle,1.0,0
timeline_action,Current Action Recognition,observed_prediction,1030,5150,5169,5159,Pour coffee,Pick up white bottle,0.9757156372070312,0
timeline_action,Current Action Recognition,observed_prediction,1031,5155,5174,5164,Pour coffee,Pick up white bottle,0.7183989882469177,0
timeline_action,Current Action Recognition,observed_prediction,1032,5160,5179,5169,Pour coffee,Pick up white bottle,0.7217246890068054,0
timeline_action,Current Action Recognition,observed_prediction,1033,5165,5184,5174,Pour coffee,Pick up white bottle,0.41114774346351624,0
