id,episode_id,split,start_frame,end_frame,main_task
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:71,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,730,749,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:72,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,740,759,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:73,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,750,769,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:74,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,760,779,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:75,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,770,789,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:76,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,780,799,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:88,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,920,939,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:89,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,930,949,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:90,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,940,959,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:91,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,950,969,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:92,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,960,979,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:93,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,970,989,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:94,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,980,999,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:107,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1120,1139,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:108,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1130,1149,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:109,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1140,1159,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:110,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1150,1169,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:111,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1160,1179,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:112,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1170,1189,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:113,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1180,1199,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:134,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1400,1419,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:135,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1410,1429,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:136,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1420,1439,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:137,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1430,1449,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:138,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1440,1459,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:139,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1450,1469,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:140,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1460,1479,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:172,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1800,1819,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:173,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1810,1829,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:174,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1820,1839,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:175,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1830,1849,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:176,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1840,1859,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:177,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1850,1869,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:178,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1860,1879,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:183,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1920,1939,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:184,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1930,1949,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:185,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1940,1959,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:186,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1950,1969,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:187,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1960,1979,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:188,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,1970,1989,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:228,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,2400,2419,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:229,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,2410,2429,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:230,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,2420,2439,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:231,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,2430,2449,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:232,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,2440,2459,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:233,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,2450,2469,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:234,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,2460,2479,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:278,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,2920,2939,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:279,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,2930,2949,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:280,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,2940,2959,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:281,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,2950,2969,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:282,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,2960,2979,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:283,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,2970,2989,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:323,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,3400,3419,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:324,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,3410,3429,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:325,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,3420,3439,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:326,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,3430,3449,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:327,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,3440,3459,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:328,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,3450,3469,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:329,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,3460,3479,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:456,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,4800,4819,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:457,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,4810,4829,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:458,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,4820,4839,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:459,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,4830,4849,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:460,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,4840,4859,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:461,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,4850,4869,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:462,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,4860,4879,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:467,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,4920,4939,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:468,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,4930,4949,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:469,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,4940,4959,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:470,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,4950,4969,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:471,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,4960,4979,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:472,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,4970,4989,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:473,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,4980,4999,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:474,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,5000,5019,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:475,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,5010,5029,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:476,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,5020,5039,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:477,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,5040,5059,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:478,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,5050,5069,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:479,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,5060,5079,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:480,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,5070,5089,Stocking grocery shelves
dense_20f_stride10:27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4:qa:481,27c9fc42-2bb4-4737-b09c-08d2dd88aed4__ep4,train,5080,5099,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:0,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,0,19,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:1,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,10,29,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:2,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,20,39,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:3,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,30,49,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:4,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,40,59,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:35,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,360,379,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:36,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,370,389,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:37,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,380,399,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:38,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,400,419,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:39,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,410,429,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:40,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,420,439,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:41,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,430,449,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:57,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,600,619,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:58,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,610,629,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:59,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,620,639,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:60,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,630,649,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:61,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,640,659,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:68,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,720,739,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:69,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,730,749,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:70,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,740,759,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:71,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,750,769,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:75,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,800,819,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:76,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,810,829,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:77,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,820,839,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:78,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,830,849,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:82,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,880,899,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:83,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,890,909,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:84,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,900,919,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:85,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,910,929,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:124,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,1320,1339,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:125,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,1330,1349,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:126,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,1340,1359,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:127,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,1350,1369,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:131,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,1400,1419,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:132,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,1410,1429,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:133,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,1420,1439,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:134,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,1430,1449,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:154,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,1640,1659,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:155,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,1650,1669,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:156,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,1660,1679,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:157,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,1670,1689,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:169,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,1800,1819,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:170,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,1810,1829,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:171,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,1820,1839,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:172,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,1830,1849,Stocking grocery shelves
dense_20f_stride10:6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2:qa:192,6dc018a4-0614-478c-9332-86bd6c4af9e8__ep2,train,2040,2059,Stocking grocery shelves
